Заголовок;Содержимое;Описание;Категория;Артикул;Изображение;В наличии;Цена;Цена на распродаже;Начало распродажи;Время начала распродажи;Дата окончания распродажи;Время окончания распродажи;Масса;Размер;Мощность;Высота стекла;Рамка
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps35129;;;2930.0;;;;;;205.0;;10 kW;450.0;черная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps679152;;;3005.0;;;;;;205.0;;10 kW;450.0;латунная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps190410;;;3056.0;;;;;;205.0;;10 kW;450.0;узкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps791303;;;3530.0;;;;;;205.0;;10 kW;450.0;широкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps664539;;;3056.0;;;;;;205.0;;10 kW;450.0;узкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps161408;;;3530.0;;;;;;205.0;;10 kW;450.0;широкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps909562;;;3530.0;;;;;;205.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps442273;;;3035.0;;;;;;205.0;;10 kW;510.0;черная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps605898;;;3110.0;;;;;;205.0;;10 kW;510.0;латунная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps707150;;;3160.0;;;;;;205.0;;10 kW;510.0;узкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps472823;;;3635.0;;;;;;205.0;;10 kW;510.0;широкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps380971;;;3160.0;;;;;;205.0;;10 kW;510.0;узкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps40314;;;3635.0;;;;;;205.0;;10 kW;510.0;широкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps695173;;;3635.0;;;;;;205.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps80543;;;3290.0;;;;;;205.0;;10 kW;570.0;черная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps285267;;;3362.0;;;;;;205.0;;10 kW;570.0;латунная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps353831;;;3415.0;;;;;;205.0;;10 kW;570.0;узкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps212933;;;3890.0;;;;;;205.0;;10 kW;570.0;широкая золотая  
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps847523;;;3415.0;;;;;;205.0;;10 kW;570.0;узкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps956386;;;3890.0;;;;;;205.0;;10 kW;570.0;широкая хромированная 
PRISMA K h one part glass;;;Топки / Hajduk /  Prisma;Ps64037;;;3890.0;;;;;;205.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 563547;;;1999.0;;;;;;185.0;;10 kW;450.0;черная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 934509;;;2072.0;;;;;;185.0;;10 kW;450.0;латунная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 492469;;;2125.0;;;;;;185.0;;10 kW;450.0;узкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 354250;;;2600.0;;;;;;185.0;;10 kW;450.0;широкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 215894;;;2125.0;;;;;;185.0;;10 kW;450.0;узкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 986158;;;2600.0;;;;;;185.0;;10 kW;450.0;широкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 129326;;;2600.0;;;;;;185.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 924432;;;2365.0;;;;;;185.0;;10 kW;510.0;черная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 588243;;;2440.0;;;;;;185.0;;10 kW;510.0;латунная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 11385;;;2490.0;;;;;;185.0;;10 kW;510.0;узкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 991349;;;2965.0;;;;;;185.0;;10 kW;510.0;широкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 587820;;;2490.0;;;;;;185.0;;10 kW;510.0;узкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 111433;;;2965.0;;;;;;185.0;;10 kW;510.0;широкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 510254;;;2965.0;;;;;;185.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 974883;;;2560.0;;;;;;185.0;;10 kW;570.0;черная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 140420;;;2635.0;;;;;;185.0;;10 kW;570.0;латунная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 432008;;;2690.0;;;;;;185.0;;10 kW;570.0;узкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 415582;;;3159.0;;;;;;185.0;;10 kW;570.0;широкая золотая  
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 252786;;;2690.0;;;;;;185.0;;10 kW;570.0;узкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 915937;;;3159.0;;;;;;185.0;;10 kW;570.0;широкая хромированная 
PRISMA KR    ;;;Топки / Hajduk /  Prisma;P 278546;;;3159.0;;;;;;185.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 205621;;;2990.0;;;;;;205.0;;10 kW;450.0;черная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 774239;;;3065.0;;;;;;205.0;;10 kW;450.0;латунная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 794446;;;3120.0;;;;;;205.0;;10 kW;450.0;узкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 866524;;;3590.0;;;;;;205.0;;10 kW;450.0;широкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 533734;;;3120.0;;;;;;205.0;;10 kW;450.0;узкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 734589;;;3590.0;;;;;;205.0;;10 kW;450.0;широкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 219800;;;3590.0;;;;;;205.0;;10 kW;450.0;шлифованная, полированная  стальная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 901641;;;3095.0;;;;;;205.0;;10 kW;510.0;черная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 169704;;;3170.0;;;;;;205.0;;10 kW;510.0;латунная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 427596;;;3220.0;;;;;;205.0;;10 kW;510.0;узкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 928520;;;3695.0;;;;;;205.0;;10 kW;510.0;широкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 47568;;;3220.0;;;;;;205.0;;10 kW;510.0;узкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 239865;;;3695.0;;;;;;205.0;;10 kW;510.0;широкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 432397;;;3695.0;;;;;;205.0;;10 kW;510.0;шлифованная, полированная  стальная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 351604;;;3355.0;;;;;;205.0;;10 kW;570.0;черная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 404007;;;3430.0;;;;;;205.0;;10 kW;570.0;латунная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 560295;;;3485.0;;;;;;205.0;;10 kW;570.0;узкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 242664;;;3955.0;;;;;;205.0;;10 kW;570.0;широкая золотая  
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 851574;;;3485.0;;;;;;205.0;;10 kW;570.0;узкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 665642;;;3955.0;;;;;;205.0;;10 kW;570.0;широкая хромированная 
PRISMA KRh   ;;;Топки / Hajduk /  Prisma;P 634650;;;3955.0;;;;;;205.0;;10 kW;570.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 638557;;;4645.0;;;;;;380.0;;14 kW;450.0;черная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 668777;;;4795.0;;;;;;380.0;;14 kW;450.0;латунная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 19250;;;4899.0;;;;;;380.0;;14 kW;450.0;узкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 952794;;;5845.0;;;;;;380.0;;14 kW;450.0;широкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 910803;;;4899.0;;;;;;380.0;;14 kW;450.0;узкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 601213;;;5845.0;;;;;;380.0;;14 kW;450.0;широкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 584329;;;5845.0;;;;;;380.0;;14 kW;450.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 69488;;;4830.0;;;;;;380.0;;14 kW;510.0;черная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 358100;;;4903.0;;;;;;380.0;;14 kW;510.0;латунная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 962297;;;4955.0;;;;;;380.0;;14 kW;510.0;узкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 407026;;;6030.0;;;;;;380.0;;14 kW;510.0;широкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 696153;;;4955.0;;;;;;380.0;;14 kW;510.0;узкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 422015;;;6030.0;;;;;;380.0;;14 kW;510.0;широкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 841757;;;6030.0;;;;;;380.0;;14 kW;510.0;шлифованная, полированная  стальная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 330335;;;5010.0;;;;;;380.0;;14 kW;570.0;черная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 691420;;;5085.0;;;;;;380.0;;14 kW;570.0;латунная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 355394;;;5135.0;;;;;;380.0;;14 kW;570.0;узкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 268724;;;6210.0;;;;;;380.0;;14 kW;570.0;широкая золотая  
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 947170;;;5135.0;;;;;;380.0;;14 kW;570.0;узкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 830687;;;6210.0;;;;;;380.0;;14 kW;570.0;широкая хромированная 
PRISMA DR   ;;;Топки / Hajduk /  Prisma;P 480430;;;6210.0;;;;;;380.0;;14 kW;570.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 351631;;;5475.0;;;;;;410.0;;14 kW;450.0;черная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 919852;;;5549.0;;;;;;410.0;;14 kW;450.0;латунная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 277732;;;5600.0;;;;;;410.0;;14 kW;450.0;узкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 681606;;;6210.0;;;;;;410.0;;14 kW;450.0;широкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 832102;;;5600.0;;;;;;410.0;;14 kW;450.0;узкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 137005;;;6210.0;;;;;;410.0;;14 kW;450.0;широкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 130586;;;6210.0;;;;;;410.0;;14 kW;450.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 494907;;;5590.0;;;;;;410.0;;14 kW;510.0;черная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 582784;;;5660.0;;;;;;410.0;;14 kW;510.0;латунная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 508753;;;5715.0;;;;;;410.0;;14 kW;510.0;узкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 448946;;;6210.0;;;;;;410.0;;14 kW;510.0;широкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 121711;;;5715.0;;;;;;410.0;;14 kW;510.0;узкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 328392;;;6210.0;;;;;;410.0;;14 kW;510.0;широкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 339802;;;6210.0;;;;;;410.0;;14 kW;510.0;шлифованная, полированная  стальная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 335459;;;5695.0;;;;;;410.0;;14 kW;570.0;черная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 959652;;;5768.0;;;;;;410.0;;14 kW;570.0;латунная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 572550;;;5820.0;;;;;;410.0;;14 kW;570.0;узкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 925668;;;6210.0;;;;;;410.0;;14 kW;570.0;широкая золотая  
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 948786;;;5820.0;;;;;;410.0;;14 kW;570.0;узкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 272776;;;6210.0;;;;;;410.0;;14 kW;570.0;широкая хромированная 
PRISMA DRh   ;;;Топки / Hajduk /  Prisma;P 580454;;;6210.0;;;;;;410.0;;14 kW;570.0;шлифованная, полированная  стальная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE63461;;;2075.0;;;;;;210.0;;13 kW;450.0;черная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE133866;;;2150.0;;;;;;210.0;;13 kW;450.0;латунная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE703913;;;2205.0;;;;;;210.0;;13 kW;450.0;узкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE850068;;;2675.0;;;;;;210.0;;13 kW;450.0;широкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE237698;;;2205.0;;;;;;210.0;;13 kW;450.0;узкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE205171;;;2675.0;;;;;;210.0;;13 kW;450.0;широкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE205297;;;2675.0;;;;;;210.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE367557;;;2256.0;;;;;;210.0;;13 kW;510.0;черная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE5907;;;2335.0;;;;;;210.0;;13 kW;510.0;латунная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE994130;;;2385.0;;;;;;210.0;;13 kW;510.0;узкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE802287;;;2860.0;;;;;;210.0;;13 kW;510.0;широкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE823884;;;2385.0;;;;;;210.0;;13 kW;510.0;узкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE986619;;;2860.0;;;;;;210.0;;13 kW;510.0;широкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE298789;;;2860.0;;;;;;210.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE315455;;;2435.0;;;;;;210.0;;13 kW;570.0;черная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE419087;;;2505.0;;;;;;210.0;;13 kW;570.0;латунная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE644843;;;2560.0;;;;;;210.0;;13 kW;570.0;узкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE106029;;;3032.0;;;;;;210.0;;13 kW;570.0;широкая золотая  
PRISMA E;;;Топки / Hajduk /  Prisma;PE749139;;;2560.0;;;;;;210.0;;13 kW;570.0;узкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE178793;;;3032.0;;;;;;210.0;;13 kW;570.0;широкая хромированная 
PRISMA E;;;Топки / Hajduk /  Prisma;PE823781;;;3032.0;;;;;;210.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps628598;;;2275.0;;;;;;210.0;;13 kW;450.0;черная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps725080;;;2350.0;;;;;;210.0;;13 kW;450.0;латунная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps445324;;;2405.0;;;;;;210.0;;13 kW;450.0;узкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps683682;;;2876.0;;;;;;210.0;;13 kW;450.0;широкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps599601;;;2405.0;;;;;;210.0;;13 kW;450.0;узкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps841784;;;2876.0;;;;;;210.0;;13 kW;450.0;широкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps462639;;;2876.0;;;;;;210.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps195849;;;2469.0;;;;;;210.0;;13 kW;510.0;черная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps823958;;;2545.0;;;;;;210.0;;13 kW;510.0;латунная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps557210;;;2595.0;;;;;;210.0;;13 kW;510.0;узкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps901919;;;3070.0;;;;;;210.0;;13 kW;510.0;широкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps903386;;;2595.0;;;;;;210.0;;13 kW;510.0;узкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps26413;;;3070.0;;;;;;210.0;;13 kW;510.0;широкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps396170;;;3070.0;;;;;;210.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps546974;;;2682.0;;;;;;210.0;;13 kW;570.0;черная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps303125;;;2760.0;;;;;;210.0;;13 kW;570.0;латунная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps596858;;;2810.0;;;;;;210.0;;13 kW;570.0;узкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps96778;;;3285.0;;;;;;210.0;;13 kW;570.0;широкая золотая  
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps327569;;;2810.0;;;;;;210.0;;13 kW;570.0;узкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps628531;;;3285.0;;;;;;210.0;;13 kW;570.0;широкая хромированная 
PRISMA E one part glass;;;Топки / Hajduk /  Prisma;Ps805337;;;3285.0;;;;;;210.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph92793;;;2945.0;;;;;;230.0;;13 kW;450.0;черная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph541222;;;3020.0;;;;;;230.0;;13 kW;450.0;латунная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph401835;;;3070.0;;;;;;230.0;;13 kW;450.0;узкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph939537;;;3545.0;;;;;;230.0;;13 kW;450.0;широкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph924953;;;3070.0;;;;;;230.0;;13 kW;450.0;узкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph42744;;;3545.0;;;;;;230.0;;13 kW;450.0;широкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph106063;;;3545.0;;;;;;230.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph187604;;;3105.0;;;;;;230.0;;13 kW;510.0;черная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph370100;;;3180.0;;;;;;230.0;;13 kW;510.0;латунная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph17738;;;3230.0;;;;;;230.0;;13 kW;510.0;узкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph321680;;;3710.0;;;;;;230.0;;13 kW;510.0;широкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph567412;;;3230.0;;;;;;230.0;;13 kW;510.0;узкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph755679;;;3710.0;;;;;;230.0;;13 kW;510.0;широкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph422503;;;3710.0;;;;;;230.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph783410;;;3285.0;;;;;;230.0;;13 kW;570.0;черная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph826611;;;3360.0;;;;;;230.0;;13 kW;570.0;латунная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph385416;;;3410.0;;;;;;230.0;;13 kW;570.0;узкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph726692;;;3885.0;;;;;;230.0;;13 kW;570.0;широкая золотая  
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph658496;;;3410.0;;;;;;230.0;;13 kW;570.0;узкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph518801;;;3885.0;;;;;;230.0;;13 kW;570.0;широкая хромированная 
PRISMA E h;;;Топки / Hajduk /  Prisma;Ph192623;;;3885.0;;;;;;230.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps675001;;;3075.0;;;;;;230.0;;13 kW;450.0;черная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps759074;;;3150.0;;;;;;230.0;;13 kW;450.0;латунная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps285758;;;3205.0;;;;;;230.0;;13 kW;450.0;узкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps766217;;;3675.0;;;;;;230.0;;13 kW;450.0;широкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps438298;;;3205.0;;;;;;230.0;;13 kW;450.0;узкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps558749;;;3675.0;;;;;;230.0;;13 kW;450.0;широкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps10717;;;3675.0;;;;;;230.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps651787;;;3225.0;;;;;;230.0;;13 kW;510.0;черная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps808365;;;3310.0;;;;;;230.0;;13 kW;510.0;латунная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps37490;;;3350.0;;;;;;230.0;;13 kW;510.0;узкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps644174;;;3830.0;;;;;;230.0;;13 kW;510.0;широкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps382053;;;3350.0;;;;;;230.0;;13 kW;510.0;узкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps978406;;;3830.0;;;;;;230.0;;13 kW;510.0;широкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps889519;;;3830.0;;;;;;230.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps171979;;;3475.0;;;;;;230.0;;13 kW;570.0;черная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps419397;;;3550.0;;;;;;230.0;;13 kW;570.0;латунная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps205600;;;3598.0;;;;;;230.0;;13 kW;570.0;узкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps127978;;;4070.0;;;;;;230.0;;13 kW;570.0;широкая золотая  
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps731977;;;3598.0;;;;;;230.0;;13 kW;570.0;узкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps239583;;;4070.0;;;;;;230.0;;13 kW;570.0;широкая хромированная 
PRISMA E h one part glass;;;Топки / Hajduk /  Prisma;Ps77134;;;4070.0;;;;;;230.0;;13 kW;570.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD48044;;;2705.0;;;;;;195.0;;13 kW;450.0;черная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD493774;;;2855.0;;;;;;195.0;;13 kW;450.0;латунная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD785383;;;2960.0;;;;;;195.0;;13 kW;450.0;узкая золотая  
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD516695;;;3905.0;;;;;;195.0;;13 kW;450.0;широкая золотая  
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD486755;;;2960.0;;;;;;195.0;;13 kW;450.0;узкая хромированная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD725713;;;3905.0;;;;;;195.0;;13 kW;450.0;широкая хромированная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD939593;;;3905.0;;;;;;195.0;;13 kW;450.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD913662;;;2885.0;;;;;;195.0;;13 kW;510.0;черная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD7745;;;3035.0;;;;;;195.0;;13 kW;510.0;латунная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD330682;;;3135.0;;;;;;195.0;;13 kW;510.0;узкая золотая  
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD778522;;;4085.0;;;;;;195.0;;13 kW;510.0;широкая золотая  
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD97974;;;3135.0;;;;;;195.0;;13 kW;510.0;узкая хромированная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD891532;;;4085.0;;;;;;195.0;;13 kW;510.0;широкая хромированная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD139065;;;4085.0;;;;;;195.0;;13 kW;510.0;шлифованная, полированная  стальная 
PRISMA E-FD;;;Топки / Hajduk /  Prisma;PD536347;;;3065.0;;;;;;195.0;;13 kW;570.0;черная 
